External ID,Location/Display Name,Product/Internal Reference,Product/Name,Product/Internal Category/Name,Quantity,Reserved Quantity
__export__.stock_quant_118706_09e99634,AMPRU/Stock,AMP-X141,Модуль беспроводной связи nRF24L01+,Saleable,12,0
__export__.stock_quant_119799_dde18987,AMPRU/Stock,AMP-X291,Зарядное устройство Digicharger D4,Saleable,89,0
__export__.stock_quant_119800_f3b598f2,AMPRU/Stock,AMP-X272,Соленоид TAU-0520,Saleable,32,12
__export__.stock_quant_119807_e99c0118,AMPRU/Stock,AMP-X317,Цветная светодиодная лента (5 м),Saleable,7,0
__export__.stock_quant_119871_d3fc672f,AMPRU/Stock,USB3100-2-K,Блок питания Ginzzu GA-3311UB 2×USB / 5 В / 3100 мА,Saleable,15,3
__export__.stock_quant_119921_088e75a1,AMPRU/Stock,AMP-B086-Y,Четырёхразрядный индикатор (Troyka-модуль),Saleable,9,0
__export__.stock_quant_119927_68365600,AMPRU/Stock,AMP-X127,Резистор изгиба (55 мм),Saleable,26,14
__export__.stock_quant_121592_de1120df,AMPRU/Stock,AMP-S035,«Интернет вещей» — дополнение набора «Матрёшка»,Saleable,24,14
__export__.stock_quant_123061_a3737872,AMPRU/Stock,AMP-X371,"Аккумулятор 18650 Ansmann Li-Ion / 3,6 В / 2600 мА·ч с защитой",Retirement,59,0
__export__.stock_quant_123132_739226f8,AMPRU/Stock,AMP-X284,"Встраиваемый блок питания (5 В, 3000 мА)",Saleable,1,0
__export__.stock_quant_127136_3bc4956c,AMPRU/Stock,AMP-X312,Наружная сирена (15 Вт),Saleable,10,0
__export__.stock_quant_127137_994d53ad,AMPRU/Stock,TOL01241P,Осциллограф DSO Nano v3,Saleable,4,0
__export__.stock_quant_127138_b953f70a,AMPRU/Stock,DFR0077,RS232-TTL адаптер,Saleable,86,0
__export__.stock_quant_127314_f39cd9fd,AMPRU/Stock,SEN0001,Ультразвуковой дальномер URM37,Saleable,13,0
__export__.stock_quant_127321_77c95beb,AMPRU/Stock,AMP-X443,Аккумуляторы Robiton AA 2600 мА·ч (2 шт.),Saleable,10,0
__export__.stock_quant_127322_20e54182,AMPRU/Stock,AMP-X444,	Аккумуляторы Robiton AAA 1050 мА·ч (2 шт.),Saleable,4,0
__export__.stock_quant_128283_efbe5914,AMPRU/Stock,AMP-B043,Часы реального времени (Troyka-модуль),Saleable,16,5
__export__.stock_quant_128615_c81b2920,AMPRU/Stock,AMP-S008,Матрёшка X,Saleable,6,0
__export__.stock_quant_129517_88fddf13,AMPRU/Stock,SEN0170,Анемометр,Saleable,7,0
__export__.stock_quant_129518_4fcfd2bb,AMPRU/Stock,AMP-X102-FLA,Графический дисплей 128×64,Saleable,5,0
__export__.stock_quant_129522_0140b179,AMPRU/Stock,AMP-X029,Светодиодная шкала,Saleable,20,0
__export__.stock_quant_129523_3c79bf1c,AMPRU/Stock,AMP-F004,Сервопривод Feetech FS5106B / 180°,Saleable,20,0
__export__.stock_quant_130059_82de2237,AMPRU/Stock,AMP-B072,Датчик приближения и освещённости (Troyka-модуль),Saleable,11,0
__export__.stock_quant_130093_ae4ada9c,AMPRU/Stock,AMP-X537,Светодиодные модули RGB WS2811 / 20×3 LED,Saleable,7,0
__export__.stock_quant_130237_4fdb771b,AMPRU/Stock,AMP-X008-G,Breadboard Mini цветной,Saleable,14,0
__export__.stock_quant_130238_a86b2700,AMPRU/Stock,AMP-X414,IoT-платформа ESP-WROOM-32 DevKit v1,Saleable,3,2
__export__.stock_quant_132421_2c7082ca,AMPRU/Stock,AMP-X502,	Переходник Micro-USB / Type-C (чёрный),Saleable,25,0
__export__.stock_quant_132422_4be2217b,AMPRU/Stock,AMP-X503,Переходник Micro-USB / Type-C (белый),Saleable,9,0
__export__.stock_quant_133619_b39fb240,AMPRU/Stock,AMP-B052,Датчик природного газа MQ-4 (Troyka-модуль),Saleable,26,0
__export__.stock_quant_133620_6fbfb217,AMPRU/Stock,AMP-B054,Датчик сжиженного углеводородного газа MQ-6 (Troyka-модуль),Saleable,8,0
__export__.stock_quant_133621_c819f17b,AMPRU/Stock,DFR0066,Датчик температуры и влажности SHT1x,Retirement,8,0
__export__.stock_quant_134037_da1b39d8,AMPRU/Stock,AMP-S016,Микроник,Saleable,26,9
__export__.stock_quant_134425_09ca5f18,AMPRU/Stock,AMP-B103,Ползунковый потенциометр (Troyka-модуль),Saleable,15,0
__export__.stock_quant_135827_59bb9867,AMPRU/Stock,AMP-X540,Антистатический браслет,Saleable,13,0
__export__.stock_quant_136470_d1bde08e,AMPRU/Stock,FIT0004,Соединительные скобы,Saleable,12,0
__export__.stock_quant_136917_1ed0703c,AMPRU/Stock,FIT0032,Крепление для инфракрасного датчика препятствий,Saleable,16,0
__export__.stock_quant_137450_96989de4,AMPRU/Stock,AMP-B063,Датчик тока (Troyka-модуль),Saleable,21,16
__export__.stock_quant_137453_d0e1d623,AMPRU/Stock,AMP-B123,Цифровой метеодатчик (Troyka-модуль),Saleable,22,1
__export__.stock_quant_137552_8ef7a525,AMPRU/Stock,AMP-M029,"Втулки на вал мотора (⌀ 3 мм, пара)",Saleable,5,0
__export__.stock_quant_137556_63e39859,AMPRU/Stock,AMP-B071,Troyka Shield LP,Saleable,6,0
__export__.stock_quant_137557_1a9d66f4,AMPRU/Stock,AMP-B099,Монохромная LED матрица 8×8 (Troyka-модуль),Saleable,8,0
__export__.stock_quant_138465_d5874387,AMPRU/Stock,AMP-X321,"Цветной сенсорный дисплей Nextion Enhanced 2,8” / 320×240",Saleable,38,9
__export__.stock_quant_139550_70be1bc7,AMPRU/Stock,AMP-B062-Y,Светодиод 5 мм (Troyka-модуль),Saleable,12,0
__export__.stock_quant_140609_5c405214,AMPRU/Stock,AMP-B107,Iskra JS Mini,Saleable,55,0
__export__.stock_quant_140610_e5f13f25,AMPRU/Stock,AMP-B077-R,Кнопка со светодиодом (Troyka-модуль),Saleable,5,0
__export__.stock_quant_140613_230beaac,AMPRU/Stock,AMP-B142,Screw Pad (Troyka-модуль),Saleable,11,0
__export__.stock_quant_142429_2ab707c3,AMPRU/Stock,ABX00032,Arduino Nano 33 IoT,Saleable,1,1
__export__.stock_quant_142882_41628453,AMPRU/Stock,AMP-B074,Аудиовход mini-jack (Troyka-модуль),Saleable,9,0
__export__.stock_quant_142944_edf3e1c5,AMPRU/Stock,AMP-X129,Инфракрасный дальномер Sharp GP2Y0A021 (10–80 см),Saleable,16,0
__export__.stock_quant_143030_4848c705,AMPRU/Stock,AMP-S042,Робожук,Saleable,105,83
__export__.stock_quant_143629_aad82291,AMPRU/Stock,AMP-X003,Breadboard Half,Saleable,9,2
__export__.stock_quant_144219_01efd89a,AMPRU/Stock,NOO-L005,Пульт nooLite PK315 под настенный выключатель (3 канала),Saleable,17,0
__export__.stock_quant_144220_6f300626,AMPRU/Stock,AMP-B083,MIDI выход (Troyka-модуль),Saleable,23,0
__export__.stock_quant_146568_5bf3296d,AMPRU/Stock,AMP-FR16-298,"Мотор 12 мм (12 В, 80 об/мин)",Saleable,15,0
__export__.stock_quant_147143_8c1ed51d,AMPRU/Stock,AMP-FR30-298,"Мотор 12 мм (15 В, 80 об/мин)",Retirement,27,0
__export__.stock_quant_147144_75cfe6e4,AMPRU/Stock,AMP-FR30-1000,"Мотор 12 мм (15 В, 20 об/мин)",Retirement,18,0
__export__.stock_quant_147451_43661bb9,AMPRU/Stock,AMP-W024-3,Разъём JST SH-3 с проводами,Saleable,2,0
__export__.stock_quant_147511_213d8f34,AMPRU/Stock,AMP-X042,"Штекер питания 2,1 мм",Saleable,35,0
__export__.stock_quant_147550_4fc2acdf,AMPRU/Stock,AMP-B161,Uno Slot,Saleable,54,0
__export__.stock_quant_148154_35b597af,AMPRU/Stock,AMP-B162,Адаптер Slot Connector с клеммником,Saleable,38,0
__export__.stock_quant_148231_7d74e44a,AMPRU/Stock,AMP-M035,Slot Box XL (#Структор),Saleable,14,0
__export__.stock_quant_149861_8df46d72,AMPRU/Stock,AMP-X229,Espruino Pico (без ног),Saleable,14,2
__export__.stock_quant_150099_eea47a85,AMPRU/Stock,AMP-X157,Погружная помпа с трубкой,Saleable,6,0
__export__.stock_quant_150321_fdcc4002,AMPRU/Stock,AMP-X142-U2,Ультразвуковой дальномер HC-SR04 ,Saleable,48,20
__export__.stock_quant_150397_be530489,AMPRU/Stock,AMP-B117,Bluetooth Low Energy (Troyka-модуль),Saleable,24,0
__export__.stock_quant_150943_a951f1ab,AMPRU/Stock,AMP-X534,Espruino Pixl.js,Saleable,13,12
__export__.stock_quant_150944_6aeaddd2,AMPRU/Stock,AMP-X535,Espruino MDBT42Q Breakout (без ног),Saleable,49,2
__export__.stock_quant_154628_b3e1be86,AMPRU/Stock,AMP-X542,Espruino Pico (с ногами),Saleable,14,0
__export__.stock_quant_157504_573b156e,AMPRU/Stock,AMP-X269-B,STEMTera Breadboard Black,Retirement,5,0
__export__.stock_quant_157991_f74ed5ea,AMPRU/Stock,AMP-X310-W,Кабель с вилкой белый,Saleable,4,0
__export__.stock_quant_158820_400dcf32,AMPRU/Stock,AMP-S056,Малина v4 (4 ГБ),Saleable,4,4
__export__.stock_quant_159154_c4d1c7d8,AMPRU/Stock,AMP-B088,"Power Shield (Li-Ion, 2000 мА·ч)",Saleable,6,0
__export__.stock_quant_160762_7235e191,AMPRU/Stock,AMP-B087,Датчик шума (Troyka-модуль),Saleable,43,20
__export__.stock_quant_165849_a4c92bfa,AMPRU/Stock,AMP-X486,Корпус для Raspberry Pi 4 (LT-4A01 / пластик / прозрачный),Saleable,7,0
__export__.stock_quant_166361_6aa394fa,AMPRU/Stock,AMP-X349,Гнездо под штекер 3.5mm,Saleable,10,0
__export__.stock_quant_166834_dd878af7,AMPRU/Stock,AMP-X100-YLG,Текстовый экран 16×2 / зелёный с чёрным,Saleable,13,0
__export__.stock_quant_168708_b309d290,AMPRU/Stock,NOO-L008,Беспроводной выключатель nooLite SRF-1-3000-M (3000 Вт),Saleable,8,0
__export__.stock_quant_170605_032d1916,AMPRU/Stock,AMP-V15203,Камера для Raspberry Pi с ИК-фильтром,Saleable,2,0
__export__.stock_quant_170607_a6e35c53,AMPRU/Stock,DFR0330,Клавиатура Qwerty Pad,Saleable,2,0
__export__.stock_quant_170608_4227178e,AMPRU/Stock,AMP-V13857,Цветной сенсорный HDMI-дисплей для Raspberry Pi 1024×600 / 7” в корпусе,Saleable,5,0
__export__.stock_quant_170751_a1b44cdc,AMPRU/Stock,AMP-B156,Двухканальный H-мост (Troyka-модуль),Saleable,9,0
__export__.stock_quant_170752_dd507408,AMPRU/Stock,AMP-B191,Breadboard Power Supply,Saleable,13,0
__export__.stock_quant_170774_d93386d5,AMPRU/Stock,AMP-B189,Термопара K-типа (Troyka-модуль),Saleable,42,0
__export__.stock_quant_174849_d25b71c1,AMPRU/Stock,AMP-F008,Сервопривод FS5519M,Saleable,5,0
__export__.stock_quant_175553_f0b33843,AMPRU/Stock,AMP-B094,Датчик углекислого газа MQ-135 (Troyka-модуль),Saleable,31,0
__export__.stock_quant_178935_3f0aad37,AMPRU/Stock,AMP-X492,Корпус для Raspberry Pi 4 (LT-4B05 / акрил / цветной),Saleable,6,0
__export__.stock_quant_178936_d4432e0d,AMPRU/Stock,AMP-X487,Корпус для Raspberry Pi 4 с кулером (LT-4B01 / алюминий / чёрный),Saleable,6,0
__export__.stock_quant_180733_84f0457a,AMPRU/Stock,AMP-X152,Жидкий флюс во флаконе с кисточкой,Saleable,8,0
__export__.stock_quant_180735_7a1b7712,AMPRU/Stock,NOO-L006,"Пульт сенсорный nooLite PU411 (4 канала, белый)",Saleable,5,0
__export__.stock_quant_181051_534b6412,AMPRU/Stock,AMP-X239,Уплотнительное кольцо (6 мм),Saleable,116,0
__export__.stock_quant_183860_b3929d98,AMPRU/Stock,ABX00035,Arduino Nano 33 BLE Sense,Saleable,2,2
__export__.stock_quant_183874_d15bf3a1,AMPRU/Stock,AMP-X493,Корпус для Raspberry Pi 4 (LT-4B05 / акрил / прозрачный),Saleable,9,0
__export__.stock_quant_184403_316d34d3,AMPRU/Stock,AMP-B010,Реле (Troyka-модуль),Saleable,6,0
__export__.stock_quant_186184_531468c4,AMPRU/Stock,AMP-M006,Нейлоновые стойки «мама-папа» М3×8 (4 шт.),Saleable,41,0
__export__.stock_quant_188044_6db8c89b,AMPRU/Stock,AMP-X310-K,Кабель с вилкой чёрный,Saleable,5,0
__export__.stock_quant_189168_9ae6285e,AMPRU/Stock,AMP-B113,Сборка силовых ключей N-FET (Zelo-модуль),Saleable,22,0
__export__.stock_quant_196161_34d2f13f,AMPRU/Stock,AMP-B068,Troyka Pad 1×2 (Troyka-модуль),Saleable,6,0
__export__.stock_quant_198790_6c7a8883,AMPRU/Stock,AMP-B134,OLED-дисплей (Troyka-модуль),Saleable,7,0
__export__.stock_quant_200329_c58d905a,AMPRU/Stock,AMP-X488,Корпус для Raspberry Pi 4 с кулером (LT-4B01 / алюминий / серебристый),Saleable,8,0
__export__.stock_quant_200653_ba7baff5,AMPRU/Stock,AMP-X496,Корпус для Raspberry Pi 4 с креплением VESA (LT4B17 / акрил / красный),Saleable,14,0
__export__.stock_quant_200708_812c360a,AMPRU/Stock,SEN0019,Инфракрасный датчик препятствий,Saleable,10,0
__export__.stock_quant_200736_62c00742,AMPRU/Stock,AMP-X249-G,Ручка потенциометра RR4811-G (зелёная),Saleable,17,0
__export__.stock_quant_203120_00932dde,AMPRU/Stock,DFR0258,RS-232 Shield,Saleable,5,0
__export__.stock_quant_204920_39c420e2,AMPRU/Stock,AMP-B064,Приёмопередатчик RS-485 (Troyka-модуль),Saleable,1,1
__export__.stock_quant_207293_1e549aeb,AMPRU/Stock,AMP-B017,Troyka Shield,Saleable,56,0
__export__.stock_quant_207556_ab2cd53d,AMPRU/Stock,AMP-X222,Канцелярский нож Attache Economy (9 мм),Saleable,43,0
__export__.stock_quant_208350_8d79b1d9,AMPRU/Stock,AMP-W007,Соединительные провода «мама-папа»,Saleable,14,5
__export__.stock_quant_208351_524fca99,AMPRU/Stock,AMP-X314,Adapter DEXP HDMI,Saleable,11,0
__export__.stock_quant_208912_301a97a6,AMPRU/Stock,AMP-W024-2,Разъём JST SH-2 с проводами,Saleable,130,0
__export__.stock_quant_209724_a75c6be7,AMPRU/Stock,AMP-B138,AC/DC преобразователь «5 В 600 мА» (Troyka-модуль),Saleable,6,0
__export__.stock_quant_210214_9f9221aa,AMPRU/Stock,AMP-E033,Официальный корпус для Raspberry Pi Zero,Saleable,16,0
__export__.stock_quant_210215_7e89ea94,AMPRU/Stock,AMP-E034,ТВ-тюнер DVB-T2 Raspberry Pi TV HAT,Saleable,6,1
__export__.stock_quant_210557_c51bd047,AMPRU/Stock,DFR0299,MP3-плеер DFPlayer Mini,Saleable,4,4
__export__.stock_quant_213249_adb870b7,AMPRU/Stock,AMP-X296,Вентилятор охлаждения (30×30×10 мм),Retirement,1,1
__export__.stock_quant_213252_ae49c2d9,AMPRU/Stock,AMP-X015,Транзистор полевой MOSFET,Saleable,20,1
__export__.stock_quant_213921_db004ff9,AMPRU/Stock,AMP-B182,Ёмкостный датчик влажности почвы,Saleable,23,0
__export__.stock_quant_215062_ffdd2803,AMPRU/Stock,AMP-X541,"Аккумулятор 18650 LGDBHE41865 Li-Ion / 3,7 В / 2500 мА·ч",Saleable,67,0
__export__.stock_quant_215063_94910f3f,AMPRU/Stock,AMP-X553-EU,Блок питания Amperka USB (EU) / 5 В / 3000 мА,Saleable,14,1
__export__.stock_quant_220473_981fe44b,AMPRU/Stock,AMP-B009,Кнопка (Troyka-модуль),Saleable,23,4
__export__.stock_quant_222123_a2d4f409,AMPRU/Stock,AMP-B096,Расширитель GPIO-портов (Troyka-модуль),Saleable,52,0
__export__.stock_quant_225324_0b7bf149,AMPRU/Stock,NOO-L014,"Беспроводной уличный выключатель nooLite SR-2-1000 (IP65, 2×1000 Вт)",Saleable,10,0
__export__.stock_quant_227321_f1c4f369,AMPRU/Stock,OMV-001,Камера машинного зрения OpenMV H7,Retirement,1,1
__export__.stock_quant_227322_6665c651,AMPRU/Stock,OMV-002,Корпус для OpenMV H7,Retirement,4,0
__export__.stock_quant_227323_62c8f8ab,AMPRU/Stock,OMV-003,Плата расширения OpenMV LCD Shield,Saleable,7,0
__export__.stock_quant_227324_c748877c,AMPRU/Stock,OMV-004,Плата расширения OpenMV Wireless TV Shield,Saleable,9,0
__export__.stock_quant_227326_a038572d,AMPRU/Stock,OMV-006,ИК-объектив OpenMV IR Lens,Saleable,5,0
__export__.stock_quant_227328_2506be56,AMPRU/Stock,OMV-008,Объектив OpenMV Super Telephoto Lens,Saleable,6,0
__export__.stock_quant_227329_ea739a31,AMPRU/Stock,OMV-009,Объектив OpenMV Ultra Wide Angle Lens,Saleable,8,0
__export__.stock_quant_227330_70928525,AMPRU/Stock,OMV-010,Удлинительный шлейф OpenMV,Saleable,8,1
__export__.stock_quant_229476_d94ea29b,AMPRU/Stock,ISBN-0280-6,Заводим Raspberry Pi,Saleable,5,0
__export__.stock_quant_229477_e93f7b59,AMPRU/Stock,AMP-B041,Акселерометр (Troyka-модуль),Saleable,25,0
__export__.stock_quant_229669_1d04585d,AMPRU/Stock,AMP-B112,Сборка силовых ключей P-FET (Zelo-модуль),Saleable,42,0
__export__.stock_quant_230919_6b92f9fe,AMPRU/Stock,AMP-H006,"microSD-карта с ОС Raspbian (16 ГБ, Класс 10)",Saleable,36,0
__export__.stock_quant_233779_3f5dd8b3,AMPRU/Stock,AMP-X584,PLA-пластик FDplast / красный,Saleable,6,0
__export__.stock_quant_233780_a0b84595,AMPRU/Stock,AMP-X585,PLA-пластик FDplast / синий,Saleable,9,0
__export__.stock_quant_233781_1942df1b,AMPRU/Stock,AMP-X586, PLA-пластик FDplast / фиолетовый,Saleable,6,0
__export__.stock_quant_233783_a5effb23,AMPRU/Stock,AMP-X588,PETG-пластик FDplast / зелёный,Saleable,7,0
__export__.stock_quant_234344_a04e9ca2,AMPRU/Stock,AMP-B196,Барометр v2 (Troyka-модуль),Saleable,32,21
__export__.stock_quant_235261_1b0d4822,AMPRU/Stock,AMP-X417,Электронный замок (27×28×18 мм),Saleable,12,2
__export__.stock_quant_235676_a627ac51,AMPRU/Stock,TEL0023,Bluetooth Bee,Saleable,15,0
__export__.stock_quant_238135_47591b29,AMPRU/Stock,AMP-V13380,"Экран E-Ink 7,5” / 640×384 / красный v1",Retirement,1,0
__export__.stock_quant_238137_2bcc8bf7,AMPRU/Stock,AMP-V13186,"Экран E-Ink 4,2” / 400×300 / монохромный",Saleable,8,0
__export__.stock_quant_238140_046c6e74,AMPRU/Stock,AMP-V14266,"Экран E-Ink 1,54” / 152×152 / жёлтый",Retirement,5,0
__export__.stock_quant_238141_b14cd788,AMPRU/Stock,AMP-V14144,"Экран E-Ink 7,5” / 640×384 / жёлтый ",Saleable,9,0
__export__.stock_quant_238142_2fe53fa4,AMPRU/Stock,AMP-V14411,"Экран E-Ink 5,83” / 600×448 / красный v1",Retirement,9,0
__export__.stock_quant_238143_5c1f562e,AMPRU/Stock,AMP-V14188,"Экран E-Ink 4,2” / 400×300 / жёлтый ",Saleable,15,0
__export__.stock_quant_238144_35216802,AMPRU/Stock,AMP-V14410,"Экран E-Ink 5,83” / 600×448 / монохромный v1",Retirement,5,0
__export__.stock_quant_238145_67715eb9,AMPRU/Stock,AMP-V14412,"Экран E-Ink 5,83” / 600×448 / жёлтый ",Saleable,5,0
__export__.stock_quant_238146_be2e7cbf,AMPRU/Stock,AMP-V13448,"Дисплейный модуль E-Ink для Raspberry Pi 2,13” / 212×104 / красный",Saleable,8,0
__export__.stock_quant_239388_2ef240c2,AMPRU/Stock,AMP-X327,Светодиодная RGB матрица 8×8,Saleable,4,0
__export__.stock_quant_239391_142f8610,AMPRU/Stock,AMP-E036,Официальная клавиатура Raspberry Pi,Saleable,10,0
__export__.stock_quant_239393_68104a04,AMPRU/Stock,AMP-V14226,"Дисплейный модуль E-Ink для Raspberry Pi 2,13” / 212×104 / жёлтый",Retirement,16,0
__export__.stock_quant_242850_3b30b50b,AMPRU/Stock,AMP-X619,Платформа для робота 4tronix Bit:Bot XL,Saleable,14,0
__export__.stock_quant_242851_77e4503b,AMPRU/Stock,AMP-X618,Платформа для робота 4tronix MiniBit,Saleable,8,0
__export__.stock_quant_242852_f0dbb5c4,AMPRU/Stock,PIM485,Умная колонка Pimoroni Pirate Audio,Saleable,9,0
__export__.stock_quant_242853_4af02ce7,AMPRU/Stock,PIM482,Усилитель наушников Pimoroni Pirate Audio,Saleable,7,0
__export__.stock_quant_242854_ecd97ac6,AMPRU/Stock,AMP-X617,Датчик влажности Proto-PIC,Saleable,13,0
__export__.stock_quant_242856_c3e3bd3c,AMPRU/Stock,PIM511,Адаптер Pimoroni HAT Hacker HAT,Saleable,13,0
__export__.stock_quant_242857_52471664,AMPRU/Stock,PIM401,Сенсорная клавиатура Pimoroni touch:bit,Saleable,4,0
__export__.stock_quant_242858_8226ad78,AMPRU/Stock,PIM095,Pimoroni Piano HAT,Saleable,5,0
__export__.stock_quant_242859_9a8f2e07,AMPRU/Stock,PIM498,Светодиодная матрица Pimoroni Unicorn HAT Mini,Saleable,11,0
__export__.stock_quant_242861_bdfcc021,AMPRU/Stock,AMP-X612,Чехол Kitty Case для micro:bit / оранжевый,Saleable,10,0
__export__.stock_quant_242862_7df13415,AMPRU/Stock,AMP-X611,Pi Zero USB Stem,Saleable,15,0
__export__.stock_quant_242864_0e1b8baa,AMPRU/Stock,AMP-X621,Светодиодное лицо робота 4tronix BitFace Breakout,Saleable,6,0
__export__.stock_quant_242865_123a6161,AMPRU/Stock,KIT-5645,Светодиодная матрица Kitronik ZIP Tile,Saleable,17,0
__export__.stock_quant_242866_d67018de,AMPRU/Stock,AMP-X615,Модуль питания для micro:bit,Saleable,7,0
__export__.stock_quant_242867_869b3c94,AMPRU/Stock,AMP-X614,Драйвер сервоприводов 4tronix servo:bit,Saleable,12,0
__export__.stock_quant_242868_0865b799,AMPRU/Stock,PIM353,Светодиодная матрица Pimoroni scroll:bit,Saleable,6,0
__export__.stock_quant_242869_ef80de53,AMPRU/Stock,AMP-X620,Ультразвуковой дальномер 4tronix Ultrasonic Breakout,Saleable,5,0
__export__.stock_quant_242871_720e31bb,AMPRU/Stock,KIT-5672,Светодиодный диск Kitronik ZIP Halo HD,Saleable,15,0
__export__.stock_quant_242873_d439ed9e,AMPRU/Stock,PIM360,Умная перчатка Pimoroni MINI.MU,Saleable,10,0
__export__.stock_quant_243331_657fccc7,AMPRU/Stock,AMP-X373,Губка для очистки жала,Saleable,6,0
__export__.stock_quant_245522_a25fb7ab,AMPRU/Stock,AMP-B116,Инфракрасный датчик движения (Zelo-модуль),Saleable,17,0
__export__.stock_quant_247901_952b10af,AMPRU/Stock,AMP-S053,Драгстер (Расширенный набор),Saleable,2,0
__export__.stock_quant_248060_9a441200,AMPRU/Stock,AMP-W023-2,Разъём JST PH-2 с проводами,Saleable,2,1
__export__.stock_quant_248808_952be981,AMPRU/Stock,AMP-X589,PLA-пластик FDplast / оранжевый,Saleable,6,0
__export__.stock_quant_251851_ea8b0373,AMPRU/Stock,AMP-X271,"Цветной графический TFT-экран 220×176 / 2,2”",Retirement,4,0
__export__.stock_quant_254006_802b30eb,AMPRU/Stock,AMP-B125,Troyka Slot Shield v2,Saleable,8,3
__export__.stock_quant_254007_91eb19e5,AMPRU/Stock,AMP-B145,USB-pad Troyka-модуль,Saleable,6,0
__export__.stock_quant_254295_dbf3fae4,AMPRU/Stock,AMP-X480,Калибровочный раствор pH 7.01 ,Materials Kits,11,0
__export__.stock_quant_254690_635ae86f,AMPRU/Stock,AMP-X572,"Сопло 0,6 мм",Saleable,7,0
__export__.stock_quant_254699_c3c7788f,AMPRU/Stock,AMP-X577,Хотенд в сборе с обдувом для CR-10 V2 / V3,Retirement,3,0
__export__.stock_quant_255245_d748663d,AMPRU/Stock,AMP-B170,Датчик качества воздуха CCS811 в корпусе,Saleable,14,0
__export__.stock_quant_255246_54542de1,AMPRU/Stock,AMP-FR16-150,"Мотор 12 мм (12 В, 160 об/мин)",Saleable,8,0
__export__.stock_quant_255247_38c83a77,AMPRU/Stock,AMP-X539,Вилка штыревая / угловая / 1×40,Saleable,7,1
__export__.stock_quant_256122_185fd44e,AMPRU/Stock,AMP-X013,Вилка штыревая / прямая / 1×40,Saleable,22,10
__export__.stock_quant_256638_4ea80198,AMPRU/Stock,AMP-X567,Хотенд в сборе для CR-10 V2 / V3,Retirement,3,0
__export__.stock_quant_257085_3a82d755,AMPRU/Stock,AMP-X592,Зубчатый ремень GT2 / 10 мм / 3 м,Retirement,9,0
__export__.stock_quant_257086_99f76e00,AMPRU/Stock,AMP-X593,Тефлоновая трубка PTFE / 4 мм / 1 м,Saleable,9,0
__export__.stock_quant_258322_61a05384,AMPRU/Stock,AMP-X050,"Патч-корд витой пары (0,5 м)",Saleable,14,0
__export__.stock_quant_261537_0f41898c,AMPRU/Stock,AMP-X300,"Текстовый экран 16×2 / зелёный с чёрным / I²C / 3,3 В",Saleable,13,0
__export__.stock_quant_264382_a76d79a2,AMPRU/Stock,AMP-X442,Трасса для Драгстера,Saleable,5,0
__export__.stock_quant_270781_9b2cb628,AMPRU/Stock,AMP-B098,Силовой ключ v3 (Troyka-модуль),Saleable,21,1
__export__.stock_quant_270782_42d687cd,AMPRU/Stock,AMP-B159,Power Cell (Troyka-модуль),Saleable,7,1
__export__.stock_quant_274136_adf46844,AMPRU/Stock,AMP-X035-5,Транзисторы биполярные ВС 337-40 (5 шт.),Saleable,40,6
__export__.stock_quant_274475_bcd29531,AMPRU/Stock,AMP-B122,Расширитель портов I²C (Troyka-модуль),Saleable,11,0
__export__.stock_quant_276170_fb689edd,AMPRU/Stock,AMP-S010-BI,Матрёшка Z (Iskra Uno),Saleable,10,1
__export__.stock_quant_277840_e35e334e,AMPRU/Stock,AMP-X543,Espruino MDBT42Q Breakout (с ногами),Saleable,8,0
__export__.stock_quant_279611_ab7b43ff,AMPRU/Stock,AMP-X251,Джампер (10 шт.),Saleable,70,0
__export__.stock_quant_286687_05acb3bb,AMPRU/Stock,AMP-W016,"Монтажный провод НВ-4 (0,2 мм², 10 м, жёлтый)",Saleable,24,0
__export__.stock_quant_286712_17ce5112,AMPRU/Stock,AMP-X220,Батарейный отсек 3×2 AAА,Saleable,15,0
__export__.stock_quant_293092_4a077cc8,AMPRU/Stock,AMP-X008-R,Breadboard Mini цветной,Saleable,22,0
__export__.stock_quant_293332_08614b32,AMPRU/Stock,AMP-X587,PLA-пластик FDplast / жёлтый,Saleable,8,0
__export__.stock_quant_293935_65da7785,AMPRU/Stock,AMP-X143,Bluetooth-модуль HC-06,Saleable,7,0
__export__.stock_quant_294568_0b2f3946,AMPRU/Stock,AMP-FR16-50,"Мотор 12 мм (12 В, 600 об/мин)",Saleable,2,0
__export__.stock_quant_296047_3c9c5f8d,AMPRU/Stock,AMP-B069,Troyka Pad 1×1 (Troyka-модуль),Saleable,14,0
__export__.stock_quant_296126_12a1e69c,AMPRU/Stock,AMP-FR12-100,"Мотор 12 мм (9 В, 300 об/мин)",Retirement,4,4
__export__.stock_quant_296371_6e5d40fb,AMPRU/Stock,AMP-X573,"Сопло 1,0 мм",Saleable,20,0
__export__.stock_quant_297780_b84b7eca,AMPRU/Stock,AMP-B199,Iskra Uno,Saleable,52,2
__export__.stock_quant_301794_790ae5bd,AMPRU/Stock,AMP-X681,Тумблер MTS-102,Saleable,9,0
__export__.stock_quant_302766_942c2245,AMPRU/Stock,AMP-X051,Диод Зенера (Стабилитрон),Saleable,17,0
__export__.stock_quant_302842_546ee142,AMPRU/Stock,AMP-B128,Модуль подтяжки (Troyka-модуль),Saleable,7,0
